#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 3, inclusive, together.My Department was represented on the national emergency response co-ordination committees, established each time on an ad
hoc  basis, with regard to the two severe weather situations of recent months.  The committees were chaired by the Department of the Environment, Heritage and Local Government as the lead Department.  The committee responding to the flooding crisis included a principal officer from my Department and members of the Government Information Service.  The committee responding to the snow and sustained freezing conditions included these officers and an assistant secretary from my Department.  I am satisfied with the role they played in both situations.My Department is specifically nominated in the framework for major emergency response with regard to the co-ordination of information for communication to and through the media.  This role was managed by the Government Information Service, which among other activities organised daily briefings for journalists with the relevant Ministers.  I am glad to take this opportunity to express once again my and the Government's appreciation of the work of local authorities, the Garda Síochána, the Health Service Executive, the Defence Forces, Civil Defence and other statutory bodies, as well as Departments, in responding to the two severe weather events.  I am also glad to recognise the very valuable contribution made by voluntary organisations and individuals in providing assistance to their fellow citizens during those events.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	557	I am advised by the Revenue Commissioners that tobacco products tax is not, by virtue of section 104(2) of the Finance Act 2001, chargeable on cigarettes that are bought tax-paid by a private individual in another Member State of the European Union.  The cigarettes must be acquired by the person for his or her own use and not for commercial purposes, and be personally transported and accompanied into the State by that person.  However, in the case of territories where EU rules on VAT and excise duties do not apply, such as the Canary Islands, an absolute limit of 200 cigarettes may be so brought into the State.The question of whether cigarettes are for a private individual's own use or for commercial purposes falls to be determined in accordance with criteria set down in the Control of Excisable Products Regulations 2001.  The specified considerations include the reasons given by the person for having the cigarettes, and the quantity involved.  The guide level as to what constitutes a quantity consistent with personal use is set at 800 cigarettes.  A person with a larger quantity of cigarettes may be asked questions to establish that they are not intended for commercial purposes.  Cigarettes posted to a person in the State by a person in another EU Member State are liable to tobacco products tax and VAT.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	558	I am informed by the building society that the bonus has not been repaid but that the society is continuing to pursue the matter. I have asked the society to continue to strongly press this matter and I fully support the society's efforts to recoup the payment in accordance with the commitment made by the former chief executive.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	559	Public contracts valued at approximately €4.5 billion were advertised by Irish contracting authorities in the Official Journal of the European Union in 2008. Of this total, returns from contracting authorities indicate that contracts to the value of over €4 billion were awarded to Irish companies.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	560	Having regard to the ongoing rationalisation programme of the State Property Portfolio, the Office of Public Works is considering the long term use of the State owned property on the Kells Road, Navan, which is a valuable and strategic site. The property options include whether or not to retain the existing buildings, that are is in need of major refurbishment. Accordingly, allowing the building to be used by voluntary and community groups is not under viable consideration at present.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	561	I am advised by the Revenue Commissioners that a Revenue Official contacted the taxpayer on 25 March 2010 and advised her that the form P21 for 2009 issued on 23 March 2010. A further copy was also posted on the 25 March 2010.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	562	All transfers of funds between votes will be carried out on an Exchequer-neutral basis in all cases.  In addition, the re-allocation of resources will be provided for by way of Amended Estimates or Further Revised Estimates as appropriate.  Some administrative costs will arise (for example, stationery costs) and I will be asking the relevant Departments to ensure that these are kept to a minimum.  Final figures in respect of these costs are not yet available.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	563	I propose to take Questions Nos. 172 to 175, inclusive, together.The Government has allocated approximately €68.3m towards Flood Risk Management in 2010. This includes €50m for Capital Flood Risk activities and approximately €18.3m for ongoing Drainage Maintenance and Hydrometric activities.Under the 2010 Capital allocation, OPW has made an initial sum of €6M available for the Minor Flood and Coastal Erosion Works Programme initiated in 2009. Based on assessments completed by OPW of applications received from Local Authorities to date, €5.43m has been allocated to 12 Local Authorities for measures to address localised flooding problems in 52 inland areas.  In addition, allocations totalling €1.27m are being made to 6 Local Authorities for minor coastal flooding and erosion measures, at 8 locations around the country  Following that initial allocation, OPW will continue to liaise with a number of Local Authorities with regard to applications received that require further information.OPW has committed to undertaking a full Feasibility Study of the flooding problem in Bandon, Co Cork.  In this regard, applications for a pre-qualification assessment are about to be invited from Consulting Engineers, and, following the tender process, OPW expect to be in a position to make an appointment in July 2010.Cork County Council have submitted applications for funding for works in both Clonakilty and Skibbereen under the 2010 Minor Flood Works Programme.  In this regard, OPW has agreed to fund both a study of the Ilen River at Skibbereen which will inform future works, and works to improve channel capacity at Clonakilty aimed at alleviating flood risk.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	564	The matter raised by the Deputy is currently being investigated and as soon as information is available it will be forwarded directly to him.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	565	Prior to Finance Act 1999, any person taking a pension under a defined  contribution scheme or a Retirement Annuity Contract (RAC), was required to purchase an annuity with the pension fund money remaining after the drawdown of the appropriate tax-free lump sum.Finance Act 1999 introduced significant changes which gave a considerable degree of control, flexibility and personal choice to certain categories of individuals in relation to the drawing down of benefits from their pension plans. These choices include the following options:to purchase an annuity from a life assurance company,to receive the balance of the pension fund in cash (subject to tax, as appropriate),to invest in an Approved Retirement Fund (ARF) or Approved Minimum Retirement Fund (AMRF), as appropriate,or a combination of these.ARFs and AMRFs are not pension schemes per se. They are investment options into which the proceeds of certain pension arrangements can be invested on retirement. Individuals are entitled to take their tax-free lump sum option as part of the election for an ARF. Beneficial ownership of the assets in an ARF/AMRF rests with the individual. The ARF/AMRF is managed by a Qualifying Fund Manager and pays no tax on its investment income or capital gains while the funds are invested in it.The option to have all or part of an individual's accumulated pension fund placed in an ARF must be exercised not later than the date on which the annuity or pension would otherwise become payable. The option is open to a qualified person who is either over 75 years of age or who has a guaranteed pension income (specified income) actually in payment for life of at least €12,700 per annum. Where the minimum specified income test is not met, then an AMRF must be chosen into which the first €63,500 of the pension fund or the whole of the fund, if less than this amount, must be invested (alternatively an annuity can be purchased with the first €63,500 of the pension fund and the balance placed in an ARF). The capital in an AMRF is not available to an individual until he or she reaches 75 years of age, though any income generated by the fund can be drawn down subject to tax. The purpose of an AMRF is to ensure a capital or income "safety net" for certain individuals throughout the period of their retirement.All of the conditions and requirements attaching to investment in an ARF or AMRF are set out in sections 784A to 784D of the Taxes Consolidation Act 1997 (reflecting Finance Act 1999 and subsequent Finance Act changes). The trustees of the individual's pension fund and the Qualifying Fund Manager with whom the individual invested in an AMRF would have been aware of the requirements involved.As is stated in the recently published National Pensions Framework, the Government is aware that individuals who invested their funds in an AMRF because they did not satisfy the specified income requirements at retirement, may later satisfy those requirements. Notwithstanding this, such individuals are effectively locked into the AMRF until they reach 75. The Government has decided to allow those individuals who meet the specified income conditions after retirement to have their AMRFs treated as  ARFs to which they will have access.  The details of this change will be worked out during the implementation phase of the Framework and legislated for in due course.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	566	As the Deputy is aware the report of the Special Group on Public Numbers and Expenditure Programmes outlined a wide range of proposals across all departments, a number of which can only be achieved through restructuring over a number of years. The implementation of the proposals for my Department and the Offices under its aegis is ongoing, and initial progress has been made in this regard in Budget 2010.The Special Group also made a number of cross-cutting recommendations in relation to initiatives such as procurement reform, shared services, greater focus on performance and outputs and strengthening of multi-annual budgeting arrangements.  The consideration and progression of these recommendations is being coordinated by the Department of Finance in the broader context of the Transforming Public Services agenda.The proposals recommended for my Department and the Offices under its aegis, together with an update on the status of these proposals, are set out in the tables.Office/OtherGroup’s recommendationStatusOffice of the Minister for FinanceGeneral administration and programme efficiencies including staff reductions of 60 over four years,  €5.0mCompletedOffice of the Minister for FinanceAdministrative savings in the IPA and the ESRI resulting in reduced grants in aidCompletedOffice of the Minister for FinancePotential to develop shared services (salaries, pensions, accounts, HR)In progressOffice of the Minister for FinanceFurther scaling-back and re-prioritisation of capital expenditure.In progressOffice of the Minister for FinanceA uniform Public Service Numbers Policy.In progressCross-cuttingImplementation of measures in the Green Paper on Pensions
In progressStrategicMedium-term envelopesIn progressStrategicStrategic objectives for the new NPPPOU.In progressStrategicPrepare legislation to centralise the management of State property in OPWIn progressStrategicUpdated and enhanced guidelines for acquisition, management, sale and inter-agency transfer of property.In progressStrategicCentralised shared approaches to ICT services and data centre facilities, IT Advisory Group.In progressStrategicPension policy should be adjusted to take account of future pension liabilities to the state.In progressStrategicPublic Service Performance CharterIn progressStrategicDevelopment and enhancement of IT skillsIn progressOffice of the Minister for FinanceEnhanced VFM & Policy Reviews & Possible role for the C&AG in auditing or verifying the Annual Output StatementsUnder considerationOffice of the Minister for FinanceNew benchmarking process.Under considerationCross-cuttingMonitor performance against objectives of NPPPOUUnder considerationCross-cuttingEstimates should be produced on a programme-by-programme basis.Under considerationCross-cuttingAll regulators to submit budgets to the DoFUnder consideration
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	567	I am informed by the Revenue Commissioners that Revenues Customer Service Standards, published in August 2009, state that they will register 100% of employer registrations within 5 working days and 100% of VAT registrations within 10 working days.The 10 working day standard for VAT registrations takes into account an extra level of scrutiny carried out by Revenue to ensure that the VAT registration is in respect of a legitimate trade. A VAT registration carries a greater risk of abuse than other registration types.  95% of Employer Registrations are dealt with within 5 working days.  96% of VAT Registrations are dealt with within 10 working days.Revenue is currently developing an online self-service registration system through its Revenue Online Service. This will be available to taxpayers and their agents and will allow them to complete their Registrations online. This new service will further reduce the time and the administrative burden involved in registering for an Employer number and VAT number.  This development is scheduled for completion in late 2010.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	568	Under the 2010 Capital allocation, OPW has made an initial sum of €6m available for the Minor Flood and Coastal Erosion Works Programme initiated in 2009.  Based on assessments completed by OPW of applications received from Local Authorities to date, €5.43m has been allocated to 12 Local Authorities for measures to address localised flooding problems in 52 inland areas.  In addition, allocations totalling €1.27m are being made to 6 Local Authorities for minor coastal flooding and erosion measures, at 8 locations around the country.  Following that initial allocation, OPW will continue to liaise with a number of Local Authorities with regard to applications received, where further information is required.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	569	The wind / solar lamp standards were temporarily placed at the Mountjoy Roundabout for health and safety reasons for the purpose of illuminating the construction works area at night during the recent refurbishment works to the roundabout.  As works on site are now completed, with the installation of the new five headed gas lamps and up lighters to the centre of the roundabout, the wind / solar lamp standards have been removed and are now permanently installed at Kilmacurragh Arboretum carpark, Co. Wicklow.  The cost of the four wind / solar lamp standards was €11,000. Ex VAT.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	570	The newly refurbished roundabout at the Mountjoy junction, Phoenix Park has been designed and constructed to ensure speed of oncoming traffic entering the roundabout is reduced.  The new 5-headed gas lamp centrepiece and electric up lighters illuminate the roundabout at night.  The outer edge of the roundabout is clearly delineated with solar powered road studs, which automatically illuminate at night.  These measures are considered adequate and appropriate to both control the speed of traffic and protect the structure of the roundabout.
#BarryAndrewsFF	unknown-#BarryAndrewsFF-party	unknown-#BarryAndrewsFF-dob	unknown-#BarryAndrewsFF-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	571	I have responsibility for implementation of the free Pre-School Year in Early Childhood Care and Education (ECCE) scheme which was introduced in January of this year.The objective of the scheme is to make early learning in a formal setting available to all children in the key developmental year before they commence primary school, with appropriate age related activities and programmes being provided within a particular age cohort.  Targeting the pre-school year at a particular age cohort is, therefore, fundamental to the scheme and for this reason minimum and maximum limits to the age range within which children participate in the scheme, have been set.  While the majority of children commence school between the age of 4 years 6 months and 5 years 6 months, an age range of almost 17 months has been set for the scheme to maximise flexibility.  As a result, the scheme is open to children who are aged more than 3 years and two months and less than 4 years 7 months at 1 September each year.  A child who will be too young to avail of the scheme in September 2010 will qualify for the scheme in September 2011.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	572	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	573	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	574	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#AineBrady	unknown-#AineBrady-party	unknown-#AineBrady-dob	unknown-#AineBrady-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	575	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#AineBrady	unknown-#AineBrady-party	unknown-#AineBrady-dob	unknown-#AineBrady-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	576	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	577	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	578	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#BarryAndrewsFF	unknown-#BarryAndrewsFF-party	unknown-#BarryAndrewsFF-dob	unknown-#BarryAndrewsFF-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	579	I have responsibility for implementation of the free Pre-School Year in Early Childhood Care and Education (ECCE) scheme which was introduced in January of this year.The objective of the scheme is to make early learning in a formal setting available to all children in the key developmental year before they commence primary school, with appropriate age related activities and programmes being provided within a particular age cohort.  As a result, the scheme is open to children who are aged more than 3 years and two months and less than 4 years 7 months at 1 September each year.  I am pleased to say that approximately 90% of pre-school services are participating in the scheme and over 51,000 children, or 80% of children in the year before starting school, are availing of the scheme.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	580	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#AineBrady	unknown-#AineBrady-party	unknown-#AineBrady-dob	unknown-#AineBrady-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	581	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	582	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	583	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	584	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	585	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	586	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	587	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#AineBrady	unknown-#AineBrady-party	unknown-#AineBrady-dob	unknown-#AineBrady-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	588	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	589	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	590	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	591	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	592	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	593	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	594	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#BarryAndrewsFF	unknown-#BarryAndrewsFF-party	unknown-#BarryAndrewsFF-dob	unknown-#BarryAndrewsFF-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	595	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	596	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	597	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	598	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	599	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	600	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	601	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	602	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	603	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	604	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	605	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	606	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	607	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	608	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	609	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	610	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	611	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	612	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	613	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
#JohnMoloney	unknown-#JohnMoloney-party	unknown-#JohnMoloney-dob	unknown-#JohnMoloney-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	614	I regret that due to industrial action I am not in a position to provide a substantive response to your Parliamentary Question.  If this matter remains of continuing concern to you, however, I would invite you to raise it with me again in due course.
