#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	0	Where are the Ministers?
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	1	Where are the members of the Government?
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	2	Only a piece of the Government has been dragged in.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	3	They are in exile.
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	4	That is true. They are on the "Pat Kenny Show".
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	5	This is three days in a row.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	6	Deputy Kenny without interruption.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	7	We have a skeleton Government.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	8	I ask that members of the Fine Gael Party allow their leader to put his question without interruption.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	9	In the words of Donna Cleary's family, she was not in the wrong place at the wrong time. She was a young mother enjoying herself at a friend's party. She was gunned down by a criminal who should have been in jail. No one has explained why this man was not in jail. He had a conviction, lost his appeal and there was a bench warrant for his arrest. The Government did not supply the resources to the Garda to implement the bench warrant. If it had been implemented, Donna Cleary would be alive. The fundamental point is that this Government is in a shambles while anarchy rules the streets.On Monday, the Taoiseach said that murderers were getting out of prison after seven years. On Tuesday, he said murderers used to get out of prison after seven years and that a life sentence should mean life. Today, he says it is the fault of the Minister for Justice, Equality and Law Reform. The Minister is like a modern Pontius Pilate, washing his hands of all responsibility and blaming everyone from the Judiciary to society to the House. Will the Tánaiste explain why the Minister has failed to introduce legislation on gun culture, which he correctly identified last year as being a serious issue? Where are the mandatory sentences for gun crime? Where is the amnesty for guns? Why was this criminal walking the streets when he should have been in jail and there was a bench warrant for his arrest?I ask the Tánaiste to instruct the Minister to gather the details of the Criminal Justice Bill in so far as gun culture is concerned and present them to the House next week. We will facilitate the Government in putting through real, deterrent emergency legislation dealing with gun culture. We could enact this law in a very short time. It is a reasonable and practical suggestion that will send a clear message to people in this city who can leave a house and, in 20 minutes, have a loaded gun, fire it indiscriminately at a house and murder an innocent woman.I recall times in the House when, on issues of much less import than this, the Minister for Arts, Sport and Tourism sitting beside the Tánaiste was in apoplexy.
#JoeHiggins	unknown-#JoeHiggins-party	unknown-#JoeHiggins-dob	unknown-#JoeHiggins-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	67	Taking money from speculators is not honest fundraising.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	68	The taxpayers should not have to pay all the bills for political campaigns.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	69	The Government decided in July 2003 that a census of population should take place in 2006 in accordance with the long established five year frequency for census taking. Census day will be Sunday, 23 April. The Central Statistics Office began a consultation process in November 2003 to consider topics to be included in the census. Notices were placed in the national press and on the CSO website inviting public submissions on the suggested content of the 2006 census questionnaire.A broadly based consultative group was set up in December 2003 to assist the CSO in assessing the merits of the various submissions received. The group agreed the content of the test questionnaire which was used in a census pilot survey. The survey was carried out in April 2004 and covered approximately 8,000 households in selected areas throughout the country. The results of the census pilot survey were discussed with the consultative group, following which the Director General of the CSO submitted a list of proposed topics to Government for its approval. The Government decided on the final content of the census questionnaire in January 2005.In addition to long-standing questions on demographic and social topics a number of new questions will be asked in the upcoming census. These include a more comprehensive approach to measuring different family types, a question on female fertility, a question on ethnicity or cultural background and a question on participation in voluntary activities. New questions introduced for the 2002 census on Internet access, disability and carers are also being retained. For the first time in this country the responses to the disability questions will be used as the basis for a post-census disability survey to be conducted by the CSO in September-October.A temporary field force is being recruited to carry out the census field work. This includes six liaison officers, 40 regional supervisors and 400 field supervisors who are already in place, along with 4,400 enumerators who will be taken on later this month to deliver and collect census forms throughout the country. It is estimated that the total cost of the census will be of the order of €50 million.I would like to stress the importance attached by the Government to the census. The results are crucial for planning at national, regional and local level. The CSO puts major emphasis on ensuring that the census count is comprehensive. A unique strength of the census is its ability to provide accurate information on minorities and small areas and districts. This is particularly important in the context of the rapidly changing demographic environment in Ireland at present.One of the factors which underpins the public co-operation which CSO enjoys is the guarantee of confidentiality of the information collected. The information collected can be used only for statistical purposes and individual information cannot be made available to any outside body or agency. This guarantee is contained in the Statistics Act 1993. In particular it implies that identifiable data cannot be made available to local authorities to enable them to check the accuracy of their electoral register data for particular individuals or households. However, the census information published at electoral division level, including the population classified by age, should enable local authorities to assess the coverage of their registers at that level of geographic detail. I wish the CSO well as it embarks on a vital national project, namely census 2006.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	70	Is the Minister aware of concern about serious inaccuracies in the electoral register? Recent work by the Sunday Tribune estimated between 719,000 and 860,000 inaccuracies, which in the context of our voting population is significant. Given that the Government accepts the inadequacy of the maintenance of the electoral register, does the Minister agree that the census provides a unique opportunity to refurbish the electoral register and make it more accurate?
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	71	I accept Deputy Rabbitte's remarks. There are serious issues to be addressed on the electoral register. The Minister for the Environment, Heritage and Local Government has been dealing with that and has sent guidance to local authorities. There is talk of connecting it with the PPS number. This census is taken every five years while the electoral register is made every year. The census relates to statistics which are important for national, regional and local planning.Because the enumerators will operate in a tight schedule and will be fully occupied and focused during the nine weeks of the census campaign, there is no scope for additional duties. The lot of the enumerator is more onerous than before because of a mobile population where making contact has become more difficult.The census covers everybody in the country on census night at the place where they spend that night. The electoral register deals with a person's usual residence. If both jobs were to be carried out by the census enumerators there is a danger that the coverage and definition of the census might suffer. There must be a clear public perception that the census is not linked to any other operation. Making the connection between census delivery and collection and the register of electors would have a detrimental effect on the census and would jeopardise the success of the operation. It is a fundamental principle of statistics internationally that while the information derived from registers can be used to provide statistics, information collected for statistical purposes only cannot feed into maintaining registers.While the Deputy has well-founded concerns about the accuracy of the register, the census of population is not the way to improve it. This is a question for the Minister for the Environment, Heritage and Local Government. The Minister has been addressing the issue and his Department assured me this morning that extra resources are being provided and more work is being done. Deputy Rabbitte's colleague, Deputy Gilmore, has raised this. The census is vital for future planning and I would be concerned if we diluted the work of the enumerators.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	72	The Minister has accepted that the concerns about inaccuracies in the electoral register are well founded. Is it the Government's view that the figures on inaccuracy advanced by the Sunday Tribune are approximately correct? He has referred to the efforts by Deputy Gilmore, who introduced a Private Bill on this matter.I cannot see what the problem is regarding the census being every five years and the fact that the electoral register is updated every year. There is not much point in updating it if it is inaccurate to anything like the extent being suggested. Will the Minister of State say more precisely what the problem is in transferring the information garnered in the census for purposes of compilation of an electoral register that obviously would have a high degree of accuracy? I do not know if it is even necessary to put an additional question. The questions on the census form are so comprehensive that it is possible to abstract this information anyway. Even if it is necessary to put an additional question or two on the census form, why could this not be done in the interests of having an electoral register on which we could rely?
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	73	I have outlined a number of reasons already for the difference in the work involved regarding the census and the electoral register. I should be concerned if we were to diminish the role of the people involved in conducting the census work. There is a legal issue as well to be considered. The Statistics Act 1993 deals with the whole issue of confidentiality in respect of the information provided. There are restrictions. I refer to one aspect of the legislation which provides that all information furnished by a person, undertaking or public authority under this Act shall be used only for statistical compilation and analysis purposes. There is a very different focus on the work being done by the census people. They are involved in statistics. It is really a one-way street and there are confidentiality issues. It is an independent body involved in planning.The electoral register, on the other hand, is the responsibility of the local authority and there is an onus on the householder as well to deal with the questions. There are problems and the Deputy has mentioned the figures. There is a voting discrepancy, I believe, of the order of 300,000. I totally accept that there are major issues to be addressed, but the Minister for the Environment, Heritage and Local Government is dealing with these matters specifically. It is a matter of resources.My view is that in both situations the Internet should be used in both cases. The Internet will obviously be central to the work of the next census. That is being done in places such as Canada and New Zealand. Some local authorities make use of the Internet to allow people to check whether they are on the register. Many issues can be dealt with and there are ways for improving both operations. However, the work of the census is very focused and independent and is vitally important. I am concerned about jelling both processes.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	74	Does the Chief Whip accept that the current situation where the CSO is seen to be quite separate from the issue of the electoral register needs to be addressed? The comparison with the foot and mouth disease when matters were not left to the local Teagasc offices to deal with is apposite. It was very much a matter for the Government to take a lead and lay down not just guidelines but requirements in terms of standards.In terms of the proper working of democracy in Ireland, does he accept that the Government must take account of the fact that we have a serious problem with the electoral register, which the CSO needs to be involved in resolving? Is there a role for the CSO, for example, if we are to use PPS numbers, which I favour, in verifying the authenticity of people's existence and their entitlement to vote? Has the Chief Whip a view on the disparity between the population of about 4 million and the fact that we have between 5 million and 9 million PPS numbers? Some people who are dead still have PPS numbers. Married women in some cases use their husbands' PPS numbers while having PPS numbers of their own. Some citizens live outside the State and are precluded from voting on that basis, which is an issue that we might perhaps come back to. Before we think further about PPS numbers, however, we must resolve the disparities that exist in that area.On that basis, does the Chief Whip agree that an independent franchise section is needed at central Government level — whether in the Department of the Environment Heritage and Local Government or the CSO — rather than simply leaving matters to local authorities, which have so many different standards in place that the type of system we have at the moment is not dependable? We have a central election section but not a central franchise section. Does the Chief Whip agree that we should have that if this matter is to be resolved?
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	75	There are two separate questions here. I have no problem——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	76	It might be more appropriate if one were to be addressed to the Minister for the Environment, Heritage and Local Government.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	77	I want to make one comment on the whole area of responsibility of my colleague, Deputy Roche, the Minister for the Environment, Heritage and Local Government. There are long-term changes in the system in view and proposals have been made which include linkages with the census. There is a reference to that. He also talks about the use of PPS numbers for electoral registration purposes, the use of postal codes and linkages with public utilities. From the viewpoint of the Department, the Minister in question will use everything at his or her disposal to make matters better.To come back to my area of responsibility, which is the CSO, all types of new questions are coming in here, as I outlined in my reply. Many of these questions relate to disability, for example. A national survey of disability will be carried out in September as a result of the work being put into this census. Every person in the country on census night will be counted where they are, regardless of whether the venue is their own residence. Special attention will be paid to enumerating persons in communal establishments such as hostels and guest houses. There is also the matter of new ethnic communities living here to be considered. Disabilities and matters related to where people are working are among some of the new areas that we are pursuing.Improvements in the electoral register certainly are needed and the Minister is putting new resources into this. Based on the facts he has shared with me, the total general purposes grants from the Department to local authorities in 2006 are up by €57 million. He is clearly very much aware of these issues. However, I am really saying that there are two separate issues to be considered. On the questioning and the work of the CSO, I am satisfied that it is pursuing the right approach. There are major resources going into this.
#RuairiQuinn	unknown-#RuairiQuinn-party	unknown-#RuairiQuinn-dob	unknown-#RuairiQuinn-constituency	speech	unkown-language	2006-03-08 00:00:00	Prelude	78	Will the Minister of State not accept that some common sense is needed here? The people who are permanent full-time civil servants in the Central Statistics Office do not care about the electoral register. They are not facing an election in the next 18 months. All Members of this House and those who want to get into it will be facing an election. We know the electoral register is inaccurate. Nobody is disputing the figures that have been mentioned. What can we do about it practically?I accept there are legal constraints regarding confidentiality. However, if we are going to spend €15 million to put a group of approximately 4,500 together — based on the Minister of State's first reply — to call to every house in the country, could they not take with them voter registration forms and hand these in at the same time to households? When they come back to collect the completed census forms they can take with them the other forms which the local authorities will have issued. At that point the enumerator can hand over the voter registration form to the relevant authority and it can be processed in the normal way.I raised this matter last Friday with the Dublin City Manager. It is simply not possible now for many of the council's enumerators to get to many of the households because of the changing nature of work as well as matters pertaining to occupation and residency.Local authorities, for whom the electoral register is not a top priority, do not have the money to carry out additional work. There is clear evidence of a deliberate stuffing of the register in some parts of Dublin. If the Minister of State wishes, I will refer him to Deputy Gay Mitchell who will quote chapter and verse for his benefit.There is no point in coming back to the House in 18 months and stating the general election was unfair because of disputed numbers. As someone who once lost his seat by 37 votes, I know numbers are very tight. Some common sense is needed. Will the Minister of State raise the issue with the Minister for the Environment, Heritage and Local Government to ensure some measure of co-ordination between local authorities is achieved? We should try to get good value for money out of the €50 million we will spend on this census.
