#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	0	Apologies have been received from Deputies Canney and Doherty. Before we begin I remind all of those in attendance to ensure their mobile phones are on silent mode or switched off. From the Irish Fiscal Advisory Council I welcome Mr. Sebastian Barnes, Dr. Martina Lawless, Ms Dawn Holland, Professor Michael McMahon and Dr. Eddie Casey. I thank them for making themselves available to the committee. All witnesses are reminded of the long-standing parliamentary practice that they should not criticise or make charges against any person or entity by name or in such a way as to make him, her or it identifiable or otherwise engage in speech that might be regarded as damaging to the good name of the person or entity. Therefore, if their statements are potentially defamatory in relation to an identifiable person or entity they will be directed to discontinue their remarks. It is imperative that they comply with any such direction. For witnesses and members attending remotely, there are some limitations to parliamentary privilege and as such they may not benefit from the same level of immunity from legal proceedings as a witness who is physically present. Witnesses participating in this committee session from a jurisdiction outside the State are advised they should also be mindful of their domestic law and how it may apply to the evidence they give. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside of the Houses or an official either by name or in such a way as to make him or her identifiable. I remind members the meeting is limited to two hours due to the Covid-19 guidelines. This is to ensure the safety of members, witnesses and secretarial staff. We have agreed speaking times and slots and I ask members to remain within these agreed times. I suspect we will have some latitude towards the end if anyone wants to come in for a second round. I also remind members that other members are due to attend later and if, when vacating their seats, they use the wipes available to wipe their area, it will allow the next set of members to arrive and take their seats in a safe way. I invite Mr. Barnes to make his opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	1	I am sorry but I do not know whether the committee members can hear us.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	2	We can, yes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	3	We cannot hear, unfortunately. If committee members could confirm whether they can hear us it would be very helpful.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	4	Yes, we can hear Mr. Barnes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	5	We can hear the Chairman now. This is a perfect situation for a dialogue. As always, we thank the Chair and members of the committee for inviting us. Joining me remotely are council members Dr. Martina Lawless, Professor Michael McMahon and Ms Dawn Holland, as well as our chief economist and head of secretariat, Dr. Eddie Casey. We hugely value our engagement with the Oireachtas and see these meetings as an important part of our work. As committee members knows, the Irish Fiscal Advisory Council is an independent body established under the Fiscal Responsibility Act 2012. Its mandate is to endorse and assess the official macroeconomic forecast, assess the budgetary projections, assess compliance with the fiscal rules and assess the fiscal stance. This focuses on the overall fiscal stance rather than on individual tax measures or spending items and priorities. The council's fiscal assessment report was published last week and assesses budget 2020. In terms of the economic outlook, Covid-19 continues to have a major impact on the Irish economy. The budget projections imply a 6% decline in real modified gross national income, GNI*, this year, followed by a muted 2% recovery in 2021.November’s Covid-adjusted unemployment rate remains high, at 17.4% for those aged between 25 and 74. However, the outlook has improved since the spring. The domestic economy recovered strongly in the third quarter. Consumption has rebounded and multinational enterprises have supported activity. For budget 2021, the Government assumed that a vaccine would not be widely available until at least 2022, and that trade between the UK and the EU would be based on a hard Brexit. This was prudent, given the uncertainties and risks involved. However, it did not factor in a tightening of the Covid restrictions, as we saw in October. The budget forecasts cover just one year ahead, compared with the normal five-year horizon. This gives an extremely narrow picture as to how today’s policies might impact on the economy and on public finances. While medium-term projections are uncertain, they help to promote medium-term oriented fiscal policy. A return to five-year forecasting is essential for next April’s stability programme. In our report, we developed three scenarios to 2025 to help frame some of the medium-term challenges that Ireland faces. The extended budget 2021
projections would see the economy recover to pre-crisis levels of activity by the end of 2022. A milder scenario, with an effective vaccine next summer, and perhaps we have got closer to that, and an EU-UK free-trade agreement, could see the economy recover to pre-crisis levels somewhat earlier in 2022. By contrast, a repeat waves scenario, with further level 5 restrictions necessary in 2021 and 2022, could see the recovery delayed until well into 2023. The outlook remains highly uncertain and the impacts of the crisis might be felt for a very long time. Sectors such as retail, hospitality, transport and the arts are especially vulnerable to the pandemic. Counties more reliant on tourism and hospitality have also been worst affected, especially in the western and Border regions. The impact of Brexit also is still unclear and could be much different from what is assumed. Ireland is also exposed to international tax policy changes. Turning to the public finances, Covid-19 has led to massive Government spending on job supports, health responses and measures to stimulate demand. Tax revenues have fallen sharply in some areas, notably VAT. Yet corporation tax and income tax have fared better than expected. A very large deficit close to €20 billion, or approximately 10% of GNI*, is likely both this year and next year. This will lead to a sharp rise in the debt-to-GNI* ratio, which was already at high levels pre-crisis - the sixth highest in the OECD at the time. The council assesses that the Government’s decision to continue to borrow to support households and businesses through the Covid-19 crisis and to provide stimulus is appropriate, including up to €12 billion of supports in temporary stimulus for 2021. These measures should help to lessen the lasting damage of the economic crisis, and ultimately lead to a more sustainable path for Government debt. The council welcomes the use of contingencies in budget 2021
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	73	This is a very useful tool for the committee. A number of countries do it in different ways. The Netherlands is the outstanding example of how to do it. Currently, we have a process where IGs, the evaluation service, could be used more effectively. It did much good work on forecasting and describing what is going on in the public sector, which we do find useful, but it is not the same as the kind of process we would see in the Netherlands. The Netherlands look very closely at different programmes. Different countries can do it different ways. All the spending can be tested at the same time or have a regular programme of going through it. It is important to look at the priority areas. One of the aspects I recall from the past is that sometimes the areas that were taken out for reviews were not the obvious areas we would look at. They were areas that were quite small and where one would think the scope for significant savings was quite low. As the Chairman said, there are two aspects of this. One is to look at the way spending is allocated between different activities and the other one is to look within activities to see whether there is scope to do things differently. In this tougher fiscal environment that we will be in choices will be more difficult. If there is scope on the spending side we might spend less money on activities that are lower priority and that may reflect priorities set a long time ago and see where there is scope to increase cost efficiencies. It is very useful to use that scope because it then freezes up resources for other areas and, from our perspective, it reduces the pressure on the public finances to borrow more just because we can find the money through what we are doing already. My understanding from other countries is that those kinds of reviews are most effective. It is easier to do things to do with prioritisation or setting the parameters of existing policies. It is much harder sometimes to go into the nitty-gritty of the efficiency. The Dutch example is very useful. They have significant expertise in doing this. They ask some hard questions of themselves about what they are doing. That kind of process would hugely strengthen the public finances in general. One of the mechanisms through which that works would be through strengthening the oversight procedure. It would give the committee the analysis it needs to ask the questions it wants to ask.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	74	I thank Mr. Barnes. In answers to numerous questions from Deputies, we have discussed the issue around debt targets and GNI*, which is GDP. It sounds to me that Mr. Barnes is recommending that our Government set a domestic debt target. That is so much about our borrowing and debt management in conjunction with our EU partners. How does that interact with our EU commitments? What does Mr. Barnes believe the Stability and Growth Pact will look like in a post Covid-19 world?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	75	Those are very good questions. In the short run, for this year we have had exceptional circumstances under the EU rules. That has been very welcome. It looks as if that will continue next year, which is also appropriate. Where we go to after that is a big question. In principle, the rules will come back into play. Ireland is likely to be in an excessive deficit procedure at that point. It looks as if they will still go into this procedure despite the fact that there are exceptional circumstances. Exactly how all that will look in one year or two years' time is very hard to tell, both in terms of how the EU might look at its rules and the way it might enforce them, but also in terms of some of the technical issues such as the way it measures the structural balance. It is very hard to know where that will be. The EU looks at issues in GDP terms. For Ireland, that means the rules apply in a slightly different way from other countries. One of the issues we are mindful of is that it may be that the rules are not too loose for Ireland at that point, partly because of this GDP issue and perhaps because of other issues. We do not know whether that will be the case but it is a risk; there is a risk on the other side as well. We believe it is partly helpful for the Government to think through what it wants to achieve.This should be in compliance with the EU rules. It is difficult to predict exactly what the rules will be but what is done should be the spirit of those rules. That is why the council promoted a principles-based approach to implementing the rules. The debt ratio should be thought about in this context. It is a good target. Particularly in the context where the debt ratio is very high, it is a very good objective. It is also something that moves in a relatively predictable way. As a medium-term target, it is quite good. In light of this, the Government can set intermediate objectives through its budgets. It can show how it plans to get to that level of the debt ratio. It can be a good focal point for policy over the coming years. There have been a couple of attempts at having a debt target in recent years. They are specified in GDP, which is a weakness, but there was also a lack of commitment to them on the part of the Government. These considerations should really be at the centre of the way the Government discusses the budget if it is to be effective.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	76	I have a general point on welcoming the committee's interest in obtaining relevant information before the budget, which we discussed in advance of this meeting. It is a great idea for the committee to consider such matters. There are three aspects on which it should be seeking information regarding the budget. Better, clearer costings on the spending side are desirable. Every year, just before the budget, we get a ready reckoner from the Revenue Commissioners. It gives a really clear sense of how much a 1% increase in the standard income tax rate and other such measures would raise. On the spending side, however, there is much less information. I am aware that people get this information in dribs and drabs from the Department but it would be better to have something along the lines of what the Revenue Commissioners produce, which is very transparent. A second point concerns the walk. We have mentioned the so-called walk from the Exchequer spending, which is what many of the budgetary publications have focused on traditionally, and the question of how one gets from there to the extra fifth of spending in general government terms, which is the wider measure we are interested in. That expenditure should be presented in gross terms. It is really useful for us, members and others to see in very clear gross terms what exactly is being spent and the revenue being taken in. All we have at the moment is a net picture, which does not allow us to understand the goings-on. On a somewhat self-promotional point, the standstill scenario we develop at council level is a really useful tool for understanding what is happening the budget from year to year. We are aware that there will be major increases in spending linked to public services already provided and the public service payments and social welfare payments that we provide. It is a question of how much extra the Government would be spending on those types of categories if it were to do nothing in its budget in 2021. The question is linked to determining the demographic changes and the general rates of inflation in the economy. If prices and wages were rising, what would it cost to increase public sector wages in line with those increases, and how much would it cost to raise social welfare and pension payments in line with them? If that clear picture were provided by the Departments, we would have a really good sense of how much space would be left over for new measures given general growth in the economy.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	77	That is interesting. We have heard the idea of the standstill scenario time and again in our work in the past few months. I have another question but I will open the floor to the other Deputies first. Has Deputy Patricia Ryan a second question?
#PatriciaRyan	unknown-#PatriciaRyan-party	unknown-#PatriciaRyan-dob	unknown-#PatriciaRyan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	78	I thank the witnesses again. The stability programme update will be published in April, and the committee may meet the relevant Ministers in advance. What issues should the committee be discussing with the Minister during its meetings?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	79	The spring is really crucial. The stability programme update is probably of particular interest to the council but perhaps of less interest in the general population. This year, however, is really crucial. We have included two reasons for that in the assessment report. First, the Government must make medium-term choices on how it is going to prioritise spending and taxation and how it is going to manage corporation tax and population ageing over the remainder of its term.This is the opportunity for it to set out its medium-term plan and it has committed to doing that. It is important that it does that and it is going to be difficult because any Government in that situation would face hard choices. It would be helpful if this Government makes those choices at that stage. Things may change in the years to come, but that is really the point to chart the course for the years ahead. That would be a good question to ask. We set out in our report some specific suggestions for how that information should be presented. That includes having five-year forecasts that should be done on the basis of the standstill that Dr. Casey just mentioned. To me, that is the only sensible way of showing forecasts of public spending. It should include costings of major initiatives such as Sláintecare and should explain what the Government plans to do on the tax side. There is a whole set of basic information that we would expect to be in that report for us to judge it credible.  A final pillar of that is to ask about the institutional side. We have just discussed the debt ratio with the committee and have looked at spending limits, the rainy day fund and prudent accounting ideas. As the Government sets a course through the relatively difficult fiscal times to come, it would benefit a lot from strengthening the fiscal architecture at the same time. That would be complementary to achieving fiscal sustainability and that would be a good issue to explore.
#PatriciaRyan	unknown-#PatriciaRyan-party	unknown-#PatriciaRyan-dob	unknown-#PatriciaRyan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	80	What are the implications of lowering the pension age to 65? Where would the opportunity be to fund this? I mean that question generally and do not mean to put our guests on the spot.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	81	Changes in the pension age can either be funded through taxation, spending changes elsewhere, or changes in pension benefits and entitlements. We would be concerned if the pension age were lowered in this context. As I said, we know that the population is rapidly ageing. We also know that the number of people reaching pension age is increasing. A policy like that would add a lot of stress to the public finances at a time when we face many challenges, including a high level of public debt. It would also raise big questions of intergenerational equity. By being more generous today, are we potentially undermining the system for those who come behind?
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	82	We could stay here asking questions for a long time because it is a fascinating area but we are at our two-hour limit. I thank Mr. Barnes. Dr. Lawless, Ms Holland, Professor McMahon and Dr. Casey for attending here today. I hope we will be in close contact with them over the next few months.
