#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	0	I welcome the Minister for Finance, Deputy Brian Lenihan.  The purpose of the meeting is to consider the National Asset Management Agency Bill 2009.  Proceedings will be suspended at 1 p.m. and will reconvene at 2 p.m.SECTION 4.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	1	This amendment deals with valuation, which is fundamental to the Bill.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	2	On a point of order, we have, by agreement, assigned a block of our work, sections 59 to 77, inclusive, to valuation.  While I am all for——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	3	I was about to address that point.  I have submitted an amendment, which I understand has been accepted, to shift amendment No. 13 into the section dealing with valuation.  On a second point of order——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	4	Is the Deputy withdrawing amendment No. 13?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	5	Yes.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	6	What is the Deputy's second point?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	7	I draw to the Minister's attention an article which appeared in The Sunday Business Post, which lays out, for the first time, what role the Minister intends for the special purpose vehicle.  I presume the article in question speaks with the authority of the Department of Finance. 
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	8	No.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	9	I asked the Minister on Thursday and previously about the special purpose vehicle.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	10	We can discuss the matter in detail when we reach section 12 which deals with special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	11	The information disclosed in the article indicates that the bonds will not be issued by the National Asset Management Agency.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	12	We are dealing with the Bill, not newspaper articles published on Sunday, Monday or today.  The Deputy may discuss the issue when we reach section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	13	I am seeking the Chairman's guidance on an important matter relating to the Bill, one which has emerged in the public press, namely, that NAMA, contrary to our understanding of the body of the Bill, will not be the issuer of the bonds totalling approximately €54 billion.  Instead the issuer of the bonds, as per the article——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	14	That will be in section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	15	——will be a special purpose vehicle which has been designed not to be controlled by the Irish Government via NAMA.  The agency will have a majority stake in the issuer of the bonds.  This is to transfer the risk.  It is a fundamental change in the Bill and I want the Chair's guidance as to when——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	16	I will give the Deputy my guidance.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	17	——the Minister or his officials will brief us on this fundamental change or we will move to have the Bill recommitted.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	18	I have taken note of the Deputy's questions and comments.  Section 12 deals with the issue of special purpose vehicles and can be discussed in detail.  I am sure the Minister will have the answers to the questions the Deputy raised.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	19	The Minister has given us no briefing.  He has chosen to brief The Sunday Business Post——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	20	I gave a briefing on Thursday afternoon.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	21	We shall now proceed to——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	22	No, the Minister read at a "gabble-gabble" rate into the record the Central Statistics Office official statement vis-à-vis EUROSTAT.  It did not contain the information in the article.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	23	Does the Minster want to make a statement?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	24	This is a con-trick on the people for which we will pay €54 billion.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	25	Deputy Burton, will you please desist?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	26	The Minister is conspiring against the people.
#TommyBroughan	unknown-#TommyBroughan-party	unknown-#TommyBroughan-dob	unknown-#TommyBroughan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	27	It is a conspiracy.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	28	On Thursday we had a meeting of this committee.  Deputy Burton asked about special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	29	Yes, and the Minister read out——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	30	It did not arise in the section, but to try to be helpful I read out a detailed departmental note on the issue into the record of this House, which is now dismissed as "gabble-gabble".  Section 12 is the statutory authority for such a special purpose vehicle.  I would be delighted to brief the Deputy with the departmental note if she was not able to follow it or access it since.  I will arrange for her to be briefed on it.  In speaking on section 12 it will be open to discuss the special purpose vehicle.  If the Deputy wishes to do further research on this matter this morning, she will find it is no different to an arrangement which the French republic has entered into, which is very similar in its terms and results in all of the NAMA operation being off-balance sheet for European purposes regarding national financing.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	31	The point about the article was that the bonds can be issued by the special purpose vehicle and not by NAMA.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	32	We are moving on to deal with section 4, amendment No. 14.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	33	This is a matter of fundamental importance to the Bill.  I do not wish to be lectured down to by the Minister.  He came in and read something at high speed and expects us not to ask questions on behalf of the taxpayer.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	34	I call on the Minister to move the amendment.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	35	It is a massive change in the fundamentals of the Bill.  I am asking if the Minister will arrange for his officials to give members the same briefing he and his officials gave to The Sunday Business Post——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	36	We shall have to suspend the House.  If Deputy Burton is not willing or allowing the House to continue debating the Bill, I will suspend the House.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	37	——or will he come in to the House and explain?  We will ask for a recommittal of the Bill unless the Minister can adopt a proper tone to his colleagues who are also elected to Dáil Éireann by the people.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	38	I never used the word "gabble" regarding any part of the Deputy's contribution in this House.  I tried to assist the House on Friday evening by reading a detailed note on this issue into the record.  The Deputy has turned that around on the basis of a Sunday newspaper.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	39	I move amendment No. 14:
In page 22, subsection (3)(e), line 18, to delete “covenants of it” and substitute “its covenants”.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	67	No, it is not.  That is not true.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	68	Please Deputy Burton, stop interrupting.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	69	I am sorry, but the Deputy will not always accuse me of telling untruths in the House.  It is very difficult.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	70	Give the Minister an opportunity to answer the question.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	71	What he just said was not true.  He is making it up.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	72	That is fine.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	73	It may be true in respect of some Acts, but it is not true universally.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	74	This is extensive legislation that requires a commencement section and also has a section in general terms allowing the Minister to adopt regulations for the particular purpose of bringing the Act into operation.  There is nothing unusual in that, but something is being made out of the issue.  Deputy Burton can explain later why she believes what I am saying is untrue, but this is my understanding of the position.On the wider question of the special purpose vehicles, which can be dealt with in subsequent sections, I am happy to discuss it.  The core issue, in terms of which we all have a duty to the public, is the country's serious difficulties in funding its debt.  EUROSTAT's statement, which I read into the record of the House, was welcome.  The preliminary decision of EUROSTAT, the statistical authority of the European Commission, is that "the operations of the National Asset Management Agency should be recorded outside the general government sector in the Irish national accounts."We are not discussing a special purpose vehicle in a banking context or in the context of NAMA's balance sheet.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	75	What?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	76	We are discussing a special purpose vehicle, the purpose of which is to put the entire operation outside our national accounts in the EUROSTAT statistics.  That is the purpose of this operation and a similar operation has been entered into by the French Government——
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	77	Who are the private interests?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	78	——with a private interest and a subscribed——
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	79	Who is it?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	80	It could be a pension fund, but it has not been determined yet.  Deputies should examine the French precedent.  A similar arrangement was entered into by the French Government.  The subscribed capital is €100 million and the shareholding agreement contains complete guarantees for the taxpayer in respect of the amount of dividend to the 51% shareholder, which is limited to the current price of Government bonds, and in respect of the essential and effective control mechanisms that NAMA must be in a position to exercise or this vehicle.  This is the position.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	81	Is it a brass plate operation?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	82	Members have an obligation.  I am addressing Deputy Burton.  Rather than running off at the latest newspaper article, I pointed out on Friday that this has happened——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	83	The Minister has some nerve to speak to me like that.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	84	——in the French Republic.  For the good of this country, she should study what occurred there.
#TommyBroughan	unknown-#TommyBroughan-party	unknown-#TommyBroughan-dob	unknown-#TommyBroughan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	85	The French do not have a NAMA.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	86	To be fair, to lecture the Opposition about——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	87	I am not lecturing anybody.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	88	We are dealing with the question that section 5, as amended, stand part of the Bill.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	89	We will not discuss the detail of the SPVs, special purpose vehicles, until we come to section 12.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	90	The Minister ought to circulate a document setting out for the House the French precedent if he wants us to take it.  The notion that in dealing with problems of 250 amendments and 250 sections the Opposition would have access to a French precedent and ought to be able cite it with confidence, which the Minister is suggesting, is just bizarre.  If this is going to be a central part — as it appears to be — the Minister has a duty to those elected here to lay a document before us so that we can view it and have the same confidence as he appears to have in the robustness of this approach.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	91	I undertook to circulate a document earlier when we agreed when this subject could be discussed.  The Chairman says we cannot discuss it at this point.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	92	I refer to section 5 which I will quote for the benefit of the Minister:5---(1) The Minister may make regulations to do anything that appears necessary or expedient for bringing this Act into operation.(2) Where a provision of this Act requires or authorises the Minister or NAMA to make regulations, such regulations-(a) may make different provision for different circumstances or cases, classes or types, and(b) may contain such incidental, consequential or transitional provisions as the Minister or NAMA, as the case may be, considers necessary or expedient for the purposes of this Act.The Minister said last week that this was a country at war; he used the analogy of a country at war from an economic point of view.  I want to take him up on that analysis and his war.  In wartime the job of people in leadership is to lead and be honest so that people can have confidence in what they are being told.  A special purpose vehicle is just that; it is an available device which is normally used to either hinder information or put it offside.  It is used to put information offshore and it is usually——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	93	The Deputy has already made those points.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	94	——used to put activities out of the public eye.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	95	Other Deputies would like to make contributions.  The Deputy is repeating herself.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	96	That is not the case.  The Deputy is again making allegations.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	97	I ask the Minister to bear with me.  By virtue of section 5, the Minister has the most extraordinary powers ever given to any Minister in this country.  His suggestion that section 5 is a usual section in Bills is a load of poppycock.  It might be the usual section that Fianna Fáil after 12 years in power would like to see in Bills.  This section gives extraordinary powers to the Minister——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	98	The Deputy did not table any amendment to it.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	99	——and he ruled out a debate.  My proposal last week was genuinely put and was to provide for independent oversight, but the Minister threw it out and refused to accept any of it.  The Minister's extraordinary powers include the right, as disclosed by his Department to the media, to create a special purpose vehicle which will issue the bonds and which will now be——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	100	Which we will discuss at section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	101	——controlled by majority private interests.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	102	Deputy Rabbitte wishes to make a comment.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	103	Will the Minister provide a detailed statement, together with briefing notes from his Department and indeed from NAMA, to the Opposition on how this is to proceed?  Are we being asked to buy a €54 billion pig in a poke?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	104	Deputy Burton is correct.  The Minister may well be able to draw our attention to a precedent but I do not recall any legislation going through the House where the power encompassed in section 5(1) is as untrammelled and wide-ranging as it is here.  The Minister may do anything that appears necessary to him to invoke the legislation.  Presumably the bringing of the Act into operation encompasses or includes bringing into operation the special purpose vehicle which is the point of Deputy Burton's intervention.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	105	We are in committee.  It is not intended use section 5 to commence the special purpose vehicle.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	106	No, but it is the principle.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	107	Deputy Burton did not table an amendment on section 5 and she has had plenty of sight of this for weeks.  It is very difficult to conduct a sensible committee discussion when she makes wild allegations about a section in respect of which she did not even table an amendment.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	108	I object to that.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	109	I call on Deputy Rabbitte to continue, please.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	110	We did not know about it.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	111	Perhaps the Minister can point to some other major legislation with an enabling provision which makes regulations as wide as this, but I do not know of it.  Is the Minister saying on the matter of the special purpose vehicle that it would not have been possible to get the architecture of NAMA passed by EUROSTAT were it not for the construction of such an arrangement?  It seem the arrangement is far wider than merely technical.  We spent a good deal of time the last day discussing democratic oversight.  How exactly does democratic oversight fit in the context of this special purpose vehicle, which will have its own board, the autonomy to makes its own decisions on a day-to-day basis and a majority of private sector directors on the board?  This seems to reduce NAMA to merely the role of a supervisory committee.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	112	We can go into the detail of special purpose vehicles in section 12.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	113	I accept the Chairman's ruling.  However, it would be a mistake on our part to permit blanket assent to the Minister such that he can make any regulation he believes necessary unless there is some protection built in for the House to be able to catch sight of and debate the more significant regulations.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	114	I will examine the matter on Report Stage.  However, as I understand it such a section is a commonplace in complex Statutes----
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	115	No, it is not.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	116	——whereby the Minister is given powers to adopt regulations for the purposes of commencing the legislation and for the purposes of bringing it into effect.  So unexceptional was this, that Deputy Burton did not even table an amendment, although the section has been in numerous drafts of the Bill.  She has made a big song and dance this morning because she wishes to discuss special purpose vehicles.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	117	I call Deputy Morgan.
#MichaelMulcahyFF	unknown-#MichaelMulcahyFF-party	unknown-#MichaelMulcahyFF-dob	unknown-#MichaelMulcahyFF-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	118	Listen to the Minister.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	119	I am quite willing to discuss special purpose vehicles under the section in which they arise.
#JackWall	unknown-#JackWall-party	unknown-#JackWall-dob	unknown-#JackWall-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	120	Deputy Mulcahy need not tell us what to do; the Chair will do that.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	121	The Chair has made that ruling already which the Labour Party has ignored.  This is a filibuster.
#ArthurMorganSF	unknown-#ArthurMorganSF-party	unknown-#ArthurMorganSF-dob	unknown-#ArthurMorganSF-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	122	I apologise to the Minister for being a little late.  I assure the committee I was neither in bed nor napping but at the Select Committee on Enterprise, Trade and Employment at which I tabled amendments on the Labour Services (Amendment) Bill 2009.Section 5 sets a very dangerous precedent because it would enable any Minister to come before the House with a skeleton Bill and get it through the House on the basis that it may appear rather innocent.  However, if it contained a section similar to section 5 then it would be wide open afterwards.  I hope the Minister will revert on Report Stage with some changes.  He is nodding affirmatively and on that basis I will sit down.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	123	I speak to section 5.  The powers of the Minister under section 5(2) appear very wide-ranging.  It is difficult to comprehend that €54 billion of taxpayers' money could be put into a vehicle and that the Minister could state it is normal to have such wide-ranging powers.  That is difficult to understand.  On the issue of special purpose vehicles, the Minister refers to section 46.  The taxpayer wishes to know who will control the special purpose vehicle because 51% of the shareholding will be held by private investors.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	124	Special purpose vehicles may be discussed under section 12 but not now, Deputy.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	125	It goes to the heart of the matter.
