#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	0	I remind members and witnesses to please ensure that their mobile telephones are on flight mode or switched off for the duration of the meeting as they interfere with the broadcasting equipment even when on silent mode. The minutes of the meeting of 11 March 2021 have been circulated to all committee members. Are they agreed? Agreed. Is the European Union legislative proposal we scrutinised in private session - COM (2021) 87 - agreed? Agreed.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	1	On behalf of the committee, I welcome from Department of Education Ms Martina Mannion, assistant secretary with responsibility for the National Educational Psychological Service, NEPS, special education, social inclusion and early years education policy; Mr. Eddie Ward, principal officer, special education section; Mr. Brendan Doody, assistant chief inspector in the inspectorate division; and Mr. Eamon Murtagh, director of the planning and building unit. I also welcome Ms Mary McGrath, head of operations, National Council for Special Education, NCSE; and Ms Anne Tansey, director, NEPS. The officials are here to brief the committee on the provision of special educational needs, specifically funding and the allocation of resources, the roll-out of the school inclusion model and the role of special needs assistants, SNAs, the provision of autism services, State recognition of a broader range of intellectual disabilities and the implementation of the Education for Persons with Special Educational Needs, EPSEN, Act 2004. The format of the meeting is that I will invite Ms Mannion to make an opening statement, which will be followed by questions from the committee. Each member has a six-minute slot, which gives him or her an opportunity to question the witness and for the witness to respond. I will keep an eye on the clock and when the six minutes has concluded, I will interrupt to ensure the meeting runs smoothly. As the witnesses are probably aware, the committee will publish the opening statements on its website following the meeting. Before we begin, I remind members of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses of the Oireachtas or an official either by name or in such in way to make him or her identifiable. As officials are giving evidence remotely, from a place outside of the parliamentary precincts of Leinster House, as such, they may not benefit from the same level of immunity from legal proceedings as a witness physically present does. They have already been advised of that and whether it is appropriate to take legal advice on the matter. As we have started the meeting, it is a bit late now if they have not. They are reminded of the long-standing parliamentary practice to the effect that they should not criticise or make charges against a person outside the Houses either by name or in such a way as to make him or her identifiable, or otherwise engage in speech that might be regarded as damaging to the good name of a person or entity. Therefore, if their statements are potentially defamatory in relation to an identifiable person or entity, they will be directed to discontinue their remarks by the Chair. It is imperative that they comply with all such directions.I now ask Ms Mannion to make her opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	2	I thank the Chairman and committee members. At the outset I wish to thank the committee for its invitation to officials from the Department of Education, including the National Educational Psychological Service, and from the National Council for Special Education, NCSE, to meet with its members today. With their agreement, I will share my time for the opening statement with Ms Mary McGrath, head of operations at the NCSE. We are also joined today by a number of other officials, including Mr. Eddie Ward, principal officer of the special education section, Mr. Brendan Doody, assistant chief inspector of the Department's inspectorate division, Ms Anne Tansey, director of the National Educational Psychological Service, and Mr. Eamonn Murtagh, director of the Department's planning and building unit. The committee in its invitation has set out a number of topics to discuss today, including the funding and resourcing of special education supports. The Department of Education continues to prioritise investment in supports for pupils with special educational needs. Last October, a range of new investments in the area of special education was provided for as part of the budget 2021 measures. The State, this year, will spend over €2 billion, or over 20% of its total educational budget, on providing additional supports for children with special educational needs. This represents an increase of over 50%, in total expenditure, since 2011. Budget 2021 provides for vital additional teachers and school staff in the area of special educational needs, including more than 400 extra special education teaching posts and almost 1,000 additional special needs assistants. It also provides funding for important reforms in the area of special education, such as the further roll-out of the school inclusion model. In terms of staff resources for special educational needs, the provision for 2021 delivers for mainstream classes, special classes and special schools. Four hundred additional teachers have been provided in this area for 2021, including 145 additional special education teachers being provided for mainstream schools. Special education teachers provide additional teaching support for pupils with special educational needs who are enrolled in mainstream classes. To limit the extent of allocation disruption for schools this year, in a year where there has already been a great deal of disruption due to Covid-19, the existing special education teacher allocations will be maintained for mainstream schools for the forthcoming 2021-22 school year. No school will see a reduction to its current level of special education teaching supports next year. However, additional allocations of special education teachers will continue to be made for new schools which open for the first time; developing schools which are achieving significant demographic growth; and exceptional circumstances arising in schools, pending the next re-profiling process for schools. Two hundred and thirty-five additional special class teaching posts have also been provided, which will facilitate the establishment of an additional 1,200 special class and special school placements this year. These classes will support pupils who have been assessed as requiring a special class placement for them to be able to access an education appropriate to their needs. Special classes are part of a continuum of education provision that enables students with more complex special educational needs to be educated, in smaller class groups, within their local mainstream schools. The extra teachers being provided will ensure that the new special classes, including new classes to support pupils with autism, can be opened in areas where there may be currently a shortage of provision or in areas which have been achieving significant levels of demographic growth and where additional special class placements are needed. Up to 200 new special classes are planned to be opened for September 2021 meaning that we will have over 2,000 special classes, compared to 548 special classes in 2011.Twenty-three additional teaching posts are also being provided for special schools to meet expected increases in pupil numbers in special schools due to increasing enrolments and demographic trends in 2021. Providing an appropriate school placement for every child is a top priority for the Department and the NCSE. Almost 1,000 extra SNA posts are also being provided for in 2021. The extra posts will ensure that we can continue to provide additional SNA supports for new special classes that open in 2021; new enrolments to special schools; and additional SNA allocations for mainstream schools. They are part of our planning process to develop a general allocation for allocating SNA support to mainstream schools. The provision of almost 1,000 extra SNA posts to the school system in 2021 will mean that the number of SNA posts will have increased by almost 70%, from 10,575 in 2011 to over 18,000. In addition to this planned additional investment, the Department has provided for a range of measures to support pupils during a second period of school closures, in 2021, and also to support children with special educational needs to return to school. The Department has recognised that school closures can have a particular impact on children with special educational needs and, accordingly, it has prioritised children with special educational needs for the earliest possible return to in-school teaching and provided specific guidance and supports to schools, including additional IT funding, to support continuity of learning for the affected children during the school closure period. A supplementary education programme is being provided for children with special educational needs who have missed in-person education. A significantly expanded summer education programme for children with complex special educational needs was provided last year. It aimed to prevent regression among children with special needs, and planning is under way to provide for a similar summer education programme this year. Yesterday, Monday, saw the return to in-school learning for all school students for the first time since we closed for the Christmas break. Overall, a package of more than €630 million has been provided to support the reopening of schools, including funding for personal protective equipment, additional teaching posts, sanitiser, enhanced cleaning and much more. As part of the package of supports, additional teachers have been provided to support the reopening of primary schools to provide enhanced substitution and eliminate the need to mix classes when a teacher is absent.  It is acknowledged that this has been a very challenging and demanding year for the education sector, particularly for children with special educational needs and their parents. Recognising this, the Department has sought to support the well-being of school communities during this Covid-19 period. In addition to its normal work in supporting schools and students, the National Educational Psychological Service, NEPS, has developed a range of resources to support the well-being of children and young people in line with the Department's
Wellbeing Policy Statement and Framework for Practice. These include well-being guidance, webinars and toolkits, including a targeted toolkit for school staff, Supporting the Wellbeing of Students with Special Educational Needs (SEN) Returning to School: Strategies and Resources. I thank the committee for our invitation. I will hand over to Ms Mary McGrath from the NCSE.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	93	I thank the Deputy for her question. In relation to NEPS numbers, it is important to note that we have grown from a base of 173 whole-time equivalent psychologists in 2016 up to what the Deputy rightly stated is now a sanctioned figure of 221 whole-time equivalent psychologists. We currently have 206 psychologists in post and we have recently recruited three more psychologists during the month of March. We have engaged with the Public Appointments Service and we are planning a recruitment competition for NEPS in this quarter to fill the remaining vacancies in NEPS. We have managed to fill the vacancies that have occurred in NEPS over the past four years and are hopeful that the next recruitment competition will enable us to fill the current vacancies that we have. To date this year, with the staff that we have, we provided an individual casework service for 5,743 children and young people with additional needs in our schools despite the restrictions that have been in place as a result of the Covid-19 pandemic. NEPS has provided a blended model of service delivery during this period. We have provided an in-school service where it is essential and possible to do so within the guidelines. We have also adopted a remote service delivery where we work through teachers and through parents to support individual children with additional needs in their schools. This approach, we feel, has been largely successful. Moreover, for the information of members, our figures with regard to casework will reach those comparable to pre-pandemic years.
#CarolNolan	unknown-#CarolNolan-party	unknown-#CarolNolan-dob	unknown-#CarolNolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	94	Could I ask one more question?
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	95	I will let the Deputy come back in because she has gone over time.
#CarolNolan	unknown-#CarolNolan-party	unknown-#CarolNolan-dob	unknown-#CarolNolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	96	I just want to clarify something.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	97	Quickly then.
#CarolNolan	unknown-#CarolNolan-party	unknown-#CarolNolan-dob	unknown-#CarolNolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	98	Are there barriers to the recruitment of NEPS psychologists?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	99	We have run a competition for the past five years. Our numbers have increased and it is not just the numbers that we have been sanctioned. We have had an increase of ten per year and then 17 last year. It is not just those increases. We have retirements and we have people who resign from our organisation. We have a rolling need to fill vacancies within NEPS. There are largely two colleges which provide the professional training programme for educational psychologists. These are Mary Immaculate College in Limerick and UCD in Dublin. We have generally been able to fill our vacancies through recruitment from both of those courses, and sometimes through recruitment from the UK.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	100	I thank Deputy Nolan. I myself have a couple of quick questions. One or two members want to come back in. If anybody wants to come back in, I ask them to message the clerk to the committee. Senator Dolan is the first up, after me, to come back in. Ms Tansey spoke of the psychologists. Is there a shortage of psychologists in Ireland for recruitment at present?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	101	In general, we have been able to fill our vacancies. However, with the planned school inclusion model and the planned progress in disability services within health, the plans are that there will be more psychologists available within the system.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	102	All the officials will agree it has been a huge issue today when they talk about the imperative that there be early intervention when a child is diagnosed with autism. There are reports of considerable delays right across the country. They heard Deputies in Cork speaking about their own constituency. I have experienced it in my own constituency in Wexford. Right across the country one hears these terrible stories, and on the media as well, of the considerable delays. It is terrible when one hears of children being diagnosed with autism by NEPS. Could NEPS give me a reply on the waiting times between when the child gets a diagnosis of autism and the provision thereafter of the therapeutic services outside of those provided in the school? Is there a specified target date for providing those services after diagnosis? I accept there is an issue with the HSE in delays but is there a better way for us to streamline our services between the Department of Education and the HSE?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	103	I suppose it might be important to say that NEPS does not diagnose autism. That is just one thing to say. The diagnoses are generally made by multidisciplinary teams that are operated within the HSE services. In terms of what NEPS does and the services NEPS provides in schools and the in-school service, as we said earlier on, the lack of a diagnosis does not preclude a child from accessing the services that are available within the school setting.As to the linkages between education and health, my colleague, Ms McGrath, in the National Council for Special Education, NCSE, and I engage frequently with our colleagues in the HSE with a view to streamlining services to try to ensure that the services provided for children are streamlined across health and education.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	104	Does Ms Tansey believe the streamlining is satisfactory at the moment because many people would disagree with that and say it is not a satisfactory at the moment? I engage with parents and, as a politician, I do not believe any parent should have to approach their local Deputy, councillor or Senator to look for these services or approach me, as a public representative, to speed up the provision of these services. It is terrible when a parent has to go to a politician to spill their heart out because of the delay in services. I do not believe it is down to funding; it is often down to the streamlining of the services between the National Educational Psychological Service, NEPS, the Department of Education and the HSE. We could spend the next two to three hours arguing on that point but I wish to allow other members to come back into this discussion. A key recommendation in the Special Committee on Covid-19 Response report on the impact of Covid-19 on primary and secondary education was that emotional counselling and therapeutic support should be provided in all primary and secondary schools as an urgent priority. I have no doubt that our witnesses, as officials, have read the report that was commissioned by the committee. For their information, these were recommendations Nos. 9 and 25.  Could the officials brief the committee on any progress that has been made with regard to the implementation of these recommendations with specific reference to students with special education needs?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	105	I will come in on that question. The Department's approach to supporting the well-being of our children and young people in our school settings is set out in the Department's well-being policy and framework for practice which was published in 2018 and refreshed in 2019. This approach is founded on very strong research and best international practice in how schools can best support the well-being and mental health of children and young people. The approach proposed is that a whole-school preventative approach is put in place that has multiple components which include providing children with opportunities to build core social and emotional skills and competencies within school settings, providing children and young people with opportunities to experience supportive relationships within the school setting and to learn through those relationships and providing children and young people with opportunities to be part of a school environment and culture that feels both physically and psychologically safe. This is an environment in which children feel a sense of belonging and connectedness, in which their voice is heard and in which they feel supported. We are implementing that through encouraging schools to use a reflective school's self-evaluation process in order to identify the needs of their school community in the promotion of well-being and mental health and to identify what needs to be put in place in that respect. There are a number of supports in place for schools in order to implement that approach to promoting well-being. These include supports that come from NEPS itself but also the support of our guidance counsellors within the school setting, from the National Council for Special Education, from the professional development service for teachers and from other support services. I mentioned earlier the very specific interventions that NEPS puts in place in order to support schools to build key core emotional and social competencies of children and young people such as the Friends programmes and the trauma-informed programmes that we are currently piloting. Within the Department we have also developed guidelines on best practice for schools supporting children with autism. These guidelines are currently being finalised and will be made available to schools in the coming year.  We also promote student support teams at post-primary school level to co-ordinate support for children but also to facilitate links to the community and other non-school support services and our guidance counsellors also do this. Counselling is a key part of the role of the guidance counsellor and it is offered on an individual and group basis at particular times, particularly at transition points. The guidance counsellor also identifies and supports the referral of students to external counselling agencies and professionals, as required. As the committee members may be aware, it is the Department of Health which has responsibility for the provision of counselling services in Ireland. It provides this for our children and young people through the primary care psychology services and the child and adolescent mental health services, CAMHS.Recently, the HSE and its funded providers have provided e-mental health services that offer online, text and telephone support to young people seeking mental health advice and information. That includes services provided through Jigsaw, SpunOut, Bodywhys, BeLonG To, Childline, and a range of other services. In our Department, we support the signposting within schools and for students to these HSE and HSE-funded services. We have built strong links with the Department of Health. We are exploring ways to improve supports for young people, including increased awareness and signposting to the range of available supports that are being provided by our colleagues in the Department of Health and the HSE. We will continue to collectively explore that.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	106	I do not want a reply to this, but I have been speaking to a number of teachers recently who have spoken about children being in and out of school over the last while. It will be a significant challenge for the witnesses to deal with kids' emotions and so on. It is anecdotal evidence, since one teacher told me that no specific research was done on this. He said that the female students were finding it much more difficult than the male students to fit back into school because male students get back into hurling, football, sports and so on. I am not saying that the female students do not but many do not have that same activity. The teachers who I was speaking to said that this will be a significant problem, and not just for the next months. They feel that both male and female children have lost out on much education over the last number of months, and they reckon that, beyond Covid-19, this could stick with them for the next 12, 18, or 24 months, and that they might feel that they are trying to play catch-up the whole time. It will be a significant challenge.
#AislingDolan	unknown-#AislingDolan-party	unknown-#AislingDolan-dob	unknown-#AislingDolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	107	I note to Ms Tansey that I acknowledge the importance of career guidance counsellors. I am on the Sub-Committee on Mental Health as well and they are crucial. My query to Ms McGrath was about whether SENO visits need to take place over the next couple of months. If the allocation remains the same from September, is it necessary, with public health guidelines etc., and could we reduce contact?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	108	Our staff are conducting school visits where essential. If services can be provided in an online space, that is happening, but where the service is essential and an in-school visit is required to deliver the service, whether the services of our visiting teachers, advisers or SENOs, those face-to-face meetings in schools are happening currently, in line with Covid regulations as required.
#AislingDolan	unknown-#AislingDolan-party	unknown-#AislingDolan-dob	unknown-#AislingDolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	109	I apologise for not knowing this. If it has been stated that there will be no reduction in the SNA allocation in September, is it necessary for these visits to take place?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	110	We await clarification from our colleagues in the Department about SNA allocations for September 2021.
#AislingDolan	unknown-#AislingDolan-party	unknown-#AislingDolan-dob	unknown-#AislingDolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	111	Ms McGrath's statement, which she gave to us earlier, indicated that there would be no reduction in allocations from September. Am I incorrect about that?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	112	I am afraid the Senator is. That was not in my statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	113	It was in respect of special education teacher allocation but there has been no update in this regard.
#RoseConwayWalsh	unknown-#RoseConwayWalsh-party	unknown-#RoseConwayWalsh-dob	unknown-#RoseConwayWalsh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	114	With regard to autism, what is in place to ensure that autistic children have defined pathways for those who have exceptional abilities, especially in mathematics, arts or whatever subject it might be? How are those exceptional abilities developed within the education system?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	115	One of the key principles that underpins the special education teacher model is that the students with the greatest level of need should get the greatest level of support. Determining which student requires the greatest level of support in the school lies with the school. That removes the need for a diagnosis.If, for example, there are students in the school with exceptionally high ability who require additional supports to ensure they meet their cognitive abilities and so on, they should be supported to avail of whatever support can be provided by the special education teacher. It could also involve project work or a range of other types of work that could be provided for the student. That the student has an exceptionally high ability should not preclude him or her from accessing support at the level of the individual school.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	116	I thank Ms Mannion, Mr. Ward, Mr. Doody, Mr. Murtagh, Ms McGrath and Ms Tansey for appearing before the committee. The briefing was informative and productive for us as committee members to enable us to follow on from the information they gave us. I also thank members for their input. The committee stands adjourned until its next public meeting at 12.30 p.m. on Tuesday, 20 April 2021.
