#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1234	The husband of this family entered the State on 9 December 1999 and claimed asylum on the following day. His wife entered the State on 10 July 2000 with her young son and claimed asylum on that date. Following consideration of the cases of both parents by the Office of the Refugee Applications Commissioner and, on appeal, by the Refugee Appeals Tribunal, they were informed on 6 April 2001 that their appeal had failed.Subsequently, the persons concerned were written to on 19 May 2001 and informed that the Minister proposed to deport the family from the State. They were given the options of making written representations to the Minister to set out any reasons as to why they should be allowed to remain temporarily in the State, voluntarily leaving the State or consenting to the making of deportation orders. No response was received to this correspondence.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1235	I am informed by the Registrar of Titles that the application reference, dealing number D2002MO10498V, referred to by the Deputy is an electronic application reference allocated to this dealing which can be used by the lodging solicitor on lodgement of the application. I am further informed that to date no documents in relation to this application have been lodged in the Land Registry by the lodging solicitor. When the application has been received in the Land Registry, it will be dealt with as soon as possible.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1236	I am informed by the Registrar of Titles that this is an application for a transmission on death which was lodged on 22 March 2002. Dealing number D2002SM003440G refers. I am further informed that a query issued to the lodging solicitor on 22 January 2003 and that the application cannot proceed until this query has been satisfactorily resolved. On receipt of a satisfactory reply the matter will receive further attention in the Land Registry.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1237	I am informed by the Registrar of Titles that this is an application under section 49, that is, acquisition of title by virtue of long possession, of the Registration of Titles Act 1964 which was lodged on 30 April 2001. Dealing number D2001CR003181D refers. I am further informed that this dealing was completed on 16 January 2003.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1238	I am informed by the Registrar of Titles that this is an application under section 49, that is, acquisition of title by virtue of long possession, of the Registration of Titles Act 1964 which was lodged on 29 October 2002. Dealing number D2002SM009490Y refers.I understand that due to their complicated nature, applications under section 49, which require detailed examination of claims for registration as owners, can take some time to process. I am further informed that queries issued to the lodging solicitor on 23 January 2003 and the application cannot proceed until these queries have been satisfactorily resolved. However, on receipt of a satisfactory reply the matter will receive further attention in the Land Registry.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1239	There are three ways in which a non-national can obtain Irish citizenship: by descent, by marriage to an Irish citizen – post-nuptial citizenship, or by naturalisation. I am unable to advise, without knowing further details of the person involved, if the former husband of the person referred to is eligible to obtain Irish citizenship through one of the aforementioned methods.If the Deputy or the person referred to wishes to provide further details in this regard, they may do so by writing directly to the Citizenship Section, Department of Justice, Equality and Law Reform, 13/14 Burgh Quay, Dublin 2, or by telephoning the citizenship helpline at lo-call 1890 551 500 or 01-6167700 each Tuesday and Thursday between the hours of 10 a.m. and 12.30 p.m.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1240	Amounts of €21.9 million or IR£17.3 million and €20.8 million were received by the Garda Síochána in respect of all fines on the spot notices issued for traffic offences in the years 2001 and 2002 respectively. It is not possible as yet to furnish details of payments made to date in 2003. Additional money would be collected through the courts in respect of on-the-spot notices which became the subject of court proceedings. The local authorities would also collect fines issued under their aegis.I am informed by the Garda authorities that statistics are not compiled in such a way as to differentiate between fine-on-the-spot notices issued in respect of offences detected in the various speed limit bands. However, information in relation to the total number of speeding notices issued by the Garda Síochána in 2001 and 2002, in so far as it is available, is set out in the tabular statement hereunder.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1241	I am informed by the Registrar of Titles that this is an application for a duplicate land certificate which was lodged on 22 October, 2002. Dealing number S2002SM001306J refers. I am further informed that the application is receiving attention in the Land Registry and will be dealt with as soon as possible.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1242	I am informed by the Registrar of Titles that this is an application for conversion of title which was lodged on 20 May, 2002. Dealing number D2002SM004836G refers. I am further informed that queries issued to the lodging solicitor on 17 December 2002 and that the application cannot proceed  until the queries raised are satisfactorily resolved. However, on receipt of a satisfactory reply the matter will receive further attention in the Land Registry.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1243	I am informed by the Registrar of Titles that this is an application for transfer of part which was lodged on 21 November 2002. Dealing number D2002SM010237W refers. I am further informed that this dealing was completed on 24 January 2003.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1244	I am informed by the Registrar of Titles that this application has been completed and notice of completion issued on 24 January 2003. I am further informed by the registrar that while the lodging solicitor had responded to queries raised by the registrar, these had inadvertently not been placed with the appropriate file in the Land Registry at the time that the parliamentary question was being answered on 12 December last. I am informed that the Land Registry has written to the Deputy and to the lodging solicitor involved and apologised for this oversight. I regret that the Deputy was misinformed in answer to his written question of 12 December. I am taking steps to prevent a reccurrence of such an error.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1245	I propose to take Questions Nos. 825 to 827 inclusive together.The measures referred to in these questions are all contained in the programme for Government. I intend to develop proposals for legislation to provide for mandatory mediation, the requirement for sworn affidavits and other related measures as a matter of priority during this year. I am also considering further how the commitment to establish a set of guidelines on damages for personal injuries might best be implemented.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1246	Section 71(2) of the Solicitors Act 1954, as inserted by section 4 of the Solicitors (Amendment) Act 2002, will, in effect, prohibit advertising of the kind referred to by the Deputy. A similar provision is contained in the Solicitors (Advertising) Regulations 2002 made by the Law Society with my consent. Both provisions will apply to advertisements published on or after 1 February next.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1247	This appeal is to the Refugee Appeals Tribunal arising from an earlier recommendation of the Office of the Refugee Applications Commissioner in relation to the applicant's asylum application. The Office of the Refugee Applications Commissioner considers applications for a declaration as a refugee at first instance and the Refugee Appeals Tribunal considers applications for a declaration at appeal stage. Both offices were established under the Refugee Act 1996 to make recommendations to the Minister for Justice, Equality and Law Reform on whether such status should be granted. Both offices are statutorily independent in their functions and it would not be appropriate for me to comment on this case.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1248	Kilkenny is one of 17 locations set to receive new Garda CCTV systems over the next two years subject, of course, to the availability of funds. The other locations are, in alphabetical order: Athlone, Ballyfermot, Bray, Carlow, Castlebar, Clondalkin, Clonmel, Dundalk, Dún Laoghaire, Ennis, Finglas, Galway, Limerick, Sligo, Tallaght and Waterford.Applications for Garda CCTV systems are assessed by the advisory committee, which was established by the Garda Commissioner to evaluate CCTV applications, on the basis of Garda operational needs and include the following criteria: crime/public order statistics in the area; population and level of activity there; the recommendation of local Garda management; any special circumstances/needs that exist and the likely impact of a Garda CCTV system in the area. Co-funding is also a feature of Garda CCTV systems and this is usually addressed when it has been decided to install a Garda CCTV system in an area. All applications for Garda CCTV systems must be prepared in co-operation with the local Garda district and divisional officers and receive their support. Applications will normally have been made as a result of representations from groups forming residential, commercial and local government interests, and would be expected to contain the location and scope of the cameras required.An application for a CCTV system was received from Kilkenny, with the support of both the Kilkenny county borough and chamber of commerce, and has been approved. I am advised by the Garda authorities that planning for the installation of a CCTV system for Kilkenny is scheduled to commence later this year. There are a number of stages in the planning of new Garda CCTV systems. A tender process is initiated by the drafting of tender documents which include, inter alia, details of the evaluation criteria to be applied and the technical specifications of equipment required for the CCTV system. These documents are produced by the superintendent in charge, telecommunications project management at Garda headquarters.At this stage, the local divisional officer will be appointed chairman of a local CCTV implementation group. This group, which is kept aware of the progress of the scheme, will consist of representatives of each local group expressing an interest in the scheme, such as the chamber of commerce and the relevant local authority. Representatives of the Office of Public Works, ESB and other service providers who may be in a position to advise on or provide assistance in the implementation of the scheme are also included as well as Garda crime prevention and representative body personnel.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1249	There is no record of an application for naturalisation or post-nuptial citizenship on behalf of the person referred to by the Deputy in the citizenship section of my Department.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1250	I am informed by the Garda authorities that in January 1999, a practice of using dipped headlights during driver training programmes was initiated in the driving schools of both the Garda college and Garda headquarters. The practice extends to all driving courses and operates at all times throughout the year. Course participants are advised that they should continue the practice of using dipped headlights following completion of the course.I am further advised that the use of dipped headlights on all marked patrol vehicles at all times is under active consideration at this time and a decision will be taken in this matter based on the best advice available, having due regard for the safety of Garda members and other road users.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1251	I understand that the question of colour schemes for marked police vehicles is a matter of each EU member state. Currently the Garda Síochána use "diamond grade" yellow and blue markings on patrol vehicles and tender for vehicles on that basis. At the moment, the Garda Síochána has no plans to specify a silver and blue colour scheme in invitations to tender for marked Garda vehicles. The question of vehicle conspicuity is one that is continually under review, having regard to the safety of Garda personnel, public visibility and general law enforcement. The best advice available is used in coming to any decision regarding the choice of colouring and markings for patrol vehicles.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1252	I have been informed by the Garda authorities that as part of the Garda Commissioner's annual policing plan for 2002, the Garda mounted unit in conjunction with local Garda resources and the Garda air support and dog units carried out intensive patrolling of the Tallaght district in addition to normal policing arrangements during two dedicated periods in April and November 2002. The intensive targeted patrolling was welcomed by the local community.The Garda mounted unit has recently seen an increase in resources with extra allocation of Garda and mounts. The deployment of the Garda mounted unit for the second quarter of 2003 is currently being considered and the Tallaght district is included in these considerations. Tallaght retailers and management of The Square shopping complex have kindly come forward to present an additional horse to the Garda mounted unit and this will be presented on 24 February 2003. The extra allocation of a horse will assist in providing additional patrols where feasible.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1253	I am informed by the Garda authorities that they have invested considerable resources, both in terms of manpower and money, in working with at risk young people throughout the M district, which covers the areas mentioned in the Deputy's question. The investment has manifested itself through the provision of local juvenile liaison officers and in providing several Garda youth diversion projects within the M district. These projects are crime prevention initiatives and are targeted at "at risk" juveniles in the ten-18 years age bracket. While the projects themselves have a broad range of objectives, the essential aim is to divert young people from becoming involved in criminal/anti-social activity through the provision of suitable activities to facilitate personal development and encourage civic responsibility.As the Deputy may be aware, there are three Garda youth diversion projects operating in Dublin south-west at present, namely, the GRAFT project (Giving Ronanstown A Future Today), the KEY project (Killinarden Enhancing Youth) and the JAY project (Jobstown Action for Youth). My Department and the Garda Síochána are committed to continuing these initiatives.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1254	I am informed by the Registrar of Titles that this is an application for first registration which was lodged on 17 June 2002. Dealing Number D2002XS005654J refers. I understand that due to the complicated nature of these type of cases it is not possible to estimate a date of completion at this time. However, I can assure the Deputy that the dealing is receiving attention and will be completed as soon as possible.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1255	I am informed by the Garda authorities that the Garda at Raheny are aware of the situation at the location in question. Seventeen public order incidents there were reported to Garda between 1 November 2002 and 25 January 2003. All of these calls were responded to, and in eleven cases youths were moved on from the area under powers conferred by the Criminal Justice  (Public Order) Act 1994. In the other six incidents youths had dispersed before the arrival of Garda units.I am further informed that the area in question is regularly patrolled by both uniform and plainclothes Garda. These patrols are further augmented by Garda assigned under "Operation Encounter". In addition, I understand that the community police van patrols the area on Thursday, Friday and Saturday nights in order to curtail anti-social behaviour. The community Garda for the area has spoken to residents and discussed their concerns. Garda are continuing to monitor the area and will continue to take appropriate action where necessary.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1256	I am informed by the Garda authorities that, at present, vehicles seized by Garda are retained at respective Garda stations, space permitting. The amount of space currently available at each location for this purpose is limited. In the Dublin metropolitan region, there is a dedicated car compound available at the Talbot complex in Santry. A car compound is provided at new divisional/district Headquarters that are being built, provided that there is sufficient physical space on the site. No discussions have taken place between the housing section in Garda headquarters and south Dublin city council in this regard.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1257	The position in relation to this case is set out in my answer to Parliamentary Question No. 17998/02 on 15 October 2002. Dealing Number D2000SM004835H refers. I am informed by the Registrar of Titles that queries issued to the lodging solicitor on 9 October 2002 and the application cannot proceed until these queries have been satisfactorily resolved. However, I can assure the Deputy that, on receipt  of a satisfactory reply, the matter will receive further attention in the Land Registry.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1258	I am informed by the Registrar of Titles that this application was completed on 24 January 2003.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1259	The Garda Síochána (Admissions and Appointments) Regulations 1988, as amended, govern entry to the Garda Síochána and provide that applicants generally must be at least 18 and under 26 years on the first day of the month that the competition is advertised (the regulations provide for some extension to the upper age limit for applicants with certain specified service in the Defence Forces).Section 37 of the Employment Equality Act 1998 provides, inter alia, that those parts of the Act relating to discrimination on the age ground do not apply to employment in the Garda Síochána. On 27 November 2000, Council Directive 2000/78/EC was adopted establishing a general framework for equal treatment in employment and occupation. The implementation of the directive will have implications for the age provision of the Employment Equality Act 1998. My Department is currently formulating legislative proposals to implement the Council directive and any implications for admission to the Garda Síochána will be considered in that context.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1260	My Department provides a focal point for disability equality policy and legis lation development. As part of that remit, my Department collects data in relation to the 3% target for employment of people with disabilities in the public service (excluding Civil Service data which is collected by the Equality Unit in the Department of Finance). Although the target has yet to be achieved, there has been a degree of progress over the last number of years. No differentiation is made in the collection of the statistics between people with particular types of disability. The overall statistics for the public service (other than the Civil Service) at 1 January each year are as follows:
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1261	There is no requirement for a person with refugee status to apply for a work permit. Under section 3 of the Refugee Act 1996, a refugee in relation to whom a declaration is in force shall be entitled, inter alia, to seek and enter employment or to carry on any business, trade or profession in the like manner and to the like extent in all respects as an Irish citizen.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1262	It is not the policy of the Garda Síochána to comment on the particular security measures being taken in any specific case. However, I am informed by the Garda authorities that the security situation at Shannon Airport is kept under constant review and that all appropriate measures are being taken.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1263	I understand that the Commission on Liquor Licensing is currently reviewing the licensing arrangements in respect of residential accommodation that does not come under the definition of an hotel. The commission's terms of reference make specific mention of this matter. I expect that any recommendations for legislative changes in this area will be set out in the commission's final report.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1264	I propose to take Questions Nos. 846 and 847 together.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1265	There are no reciprocal agreements for the treatment of prisoners between Ireland and Jamaica and there are no plans to introduce such agreements. Ireland is, however, a party to the Council of Europe Convention on the Transfer of Sentenced Persons. This convention allows, under certain conditions, for an Irish national to be repatriated in order to serve the remainder of a sentence imposed in another country, where that other country has also ratified the convention.Jamaica is not, however, a party to the convention. The Department of Foreign Affairs, through the good offices of the Honorary Consul of the UK in Kingston, has provided and will continue to provide all possible consular assistance to any Irish prisoners detained in Jamaica. My Department is not aware of any Irish organisations based in Jamaica which would assist such prisoners and their families.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1266	I am informed by the Garda  authorities that there are currently no requests on hand for the provision of new Garda district headquarters.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1267	I am informed by the Garda authorities, who are responsible for the day-to-day allocation of resources, including personnel, that the current personnel strength of Kiltealy Garda station is one Garda. The station is open to the public from 4 p.m. to 5 p.m., Monday to Saturday, inclusive. When the station is not open, personal access call box and call diversion systems are in operation which are linked to the district headquarters at Enniscorthy Garda station. I am further informed by the Garda authorities that the extension of the current opening hours to 24 hours would necessitate the employment of Garda personnel on indoor administrative duties and it is considered that such personnel can be utilised more effectively in providing a visible Garda presence on outdoor policing duties.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1268	I am informed by the Garda authorities that from 1 January 2002 to date 13 people have been arrested and charged with cocaine supply offences in the Dublin 7 area. The total value of cocaine seized in the area is approximately €135,000. Garda from the divisional drugs unit are aware that cocaine use has increased across the north inner city and in this regard they continue to monitor the area and give it appropriate attention through specific targeting and patrolling. The area is regularly patrolled by uniform and plain clothes Garda units augmented by divisional task force, drugs and traffic units where necessary.In addition, the Garda Síochána policing plan 2003 contains a commitment to conduct research in 2003 on the level of cocaine use in Ireland. The Garda research unit will conduct the research in consultation with the Garda national drugs unit and will bring forward policing recommendations accordingly. This commitment is in line with the objectives and key performance indicators in the national drugs strategy 2001-2008.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1269	Statistics for the number of crimes recorded and detected, both in the Carlow-Kildare Garda division and nationally are published in the annual reports of the Garda Síochána, which are available in the Oireachtas Library. Garda numbers in the Carlow-Kildare division from 1998 to 2001 are as follows:
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1270	The visa application in question was refused due to insufficient supporting documentation. Additional documentation was subsequently submitted in connection with an appeal against the refusal. The application was approved on appeal on 24 January 2003. The following is  the position in respect of non-EEA nationals who are legally employed in the State and who wish to be joined here by visa required family members. The worker in question must have been in the State for a period of 12 months, with the exception of persons employed in a limited number of high skill areas where this period is reduced to three months, and have the expectation of remaining here for at least a further 12 month period before he or she can be joined here.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1271	Under section 2 of the Guardianship of Infants Act 1964, as inserted by section 4 of the Children Act 1997, an unmarried father may become a guardian of his child by means of a statutory declaration made jointly with the mother. Such declarations are retained by or on behalf of the parents: there is no provision for their lodgement or registration. Accordingly, I have no information on the number of persons making declarations.Under section 6A of the Guardianship of Infants Act 1964, as inserted by section 12 of the Status of Children Act 1987, an unmarried farther may apply to the court to be appointed a guardian of his child. In determining whether an unmarried father should be so appointed, the court has to regard the welfare of the child as the first and paramount consideration. The vast majority of section 6A applications are made at District Court level. According to the annual report of the Courts Service, in 2001, 785 such applications were granted by the District Court, 37 were refused and 194 were withdrawn or struck out. The corresponding figures for 2000 were 763, 41 and 205.The balance struck in the existing legislation is a good one in that it provides that an unmarried father can become the guardian of his child by agreement with the mother or by obtaining a court order and, in making such an order, the court is required to regard the child's welfare as the first and paramount consideration. Subject to the welfare consideration, children should have the benefit of a family life which involves both parents and that it is highly desirable that unmarried fathers should, as the Deputy says, play an active role in their child's life.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1272	I am informed by the Registrar of Titles that this is an application for first registration which was lodged on 9 December 2002. Dealing No. D2002WS009706N refers. I understand that due to the complicated nature of these type of cases it is not possible to estimate a date of completion at this time. However, I can assure the Deputy that the dealing is receiving attention and will be completed as soon as possible.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1273	As the Deputy will be aware, it is not the practice for Ministers to comment in detail upon Garda investigations, which are operational matters for the Garda authorities.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1274	I propose to take Questions Nos. 857 and 858 together.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1275	I propose to take Questions Nos. 859 and 860 together.In its interim report of May 2002, the strategic task force on alcohol recommended a statutory role for health boards in relation to the granting and renewal of intoxicating liquor licences. It also recommended that health boards be allowed to set specific conditions for licences in their respective areas. As regards legislative reforms in this area, I have already announced a comprehensive codification of the entire liquor licensing code. This codification will draw on the valuable work of both the strategic task force on alcohol and the commission on liquor licensing and the recommendations set out in their respective reports.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1276	Section 3(4) of the Prisons (Visiting Committees) Act 1925 provides that reports made by a visiting committee to the Minister "shall be open to inspection without charge,  at any reasonable time, by any person who makes application to the Minister for that purpose". In compliance with this legal obligation, the annual reports of the visiting committees are, subject to certain restrictions on the release of information of a personal nature, released to individuals who request them directly from my Department.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1277	As I previously explained to the Deputy, a visiting committee is appointed to each prison under the Prisons (Visiting Committees) Act, 1925 and Prisons (Visiting Committees) Order, 1925.The function of visiting committees is to visit at frequent intervals the prison to which they are appointed and hear any complaints which may be made to them by any prisoner. They report to me any abuses observed or found by them in the prison and any repairs which they think may be urgently needed. The visiting committee has free access either collectively or individually to every part of its prison. In inspecting prisons, the visiting committees focus on issues such as the quality of accommodation and the catering, medical, educational and welfare services and recreational facilities.Members of committees are appointed by the Minister for a term not exceeding three years. At that point they are automatically removed from the committee and are either re-appointed for a further term or are replaced by new members. The maximum number that can be appointed for each institution is 12. Each committee elects its own chairperson.There are no specific criteria used in selecting individuals for appointment. The composition of each committee is drawn from as wide a spectrum as possible to ensure that the needs of prisoners are understood and met. This is the long standing practice used by successive Ministers in appointing members to the prisons visiting committees.Members of visiting committees receive no remuneration. Vouched expenses for travel and subsistence are paid, on the authorisation of the Prison Governor, in line with Civil Service rates.While an inspector of Prisons and Places of Detention was appointed in April last, his terms of reference do not include the hearing of individual prisoner complaints, which is an important function of the prison visiting committees.The visiting committees perform a valuable service and I take this opportunity to thank them for their efforts and hard work.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1278	Section 254 of the Planning and Development Act 2000, as amended by section 54 of the Communications Regulation Act 2002, provides that a licence is required from the relevant local authority for the erection of overground electronic communications infrastructure along a public road.The provision of a telegraph pole, other than along a public road, would be subject to the planning code. The planning and development regulations 2001 provide that the erection of telegraph poles by a statutuory undertaker is exempted development subject to certain conditions and limitations including restrictions on the height and diameter of the poles. As the legislation has been so recently revised, I have no proposals for a further review at this stage.
#NoelAhern	unknown-#NoelAhern-party	unknown-#NoelAhern-dob	unknown-#NoelAhern-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1279	My Department has sent the letter mentioned in the Question to the relevant local authority for its attention and observations pending further consideration of the issues involved.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1280	I propose to take Questions Nos. 865 and 866 together.The relevant conclusions of the All-Party Oireachtas Committee on the Constitution in its seventh progress report, published in March 2002, advise in the eventual direction of abolishing, rather than extending, university representation in the Seanad. Against this background, I have no proposal at present to seek an extension of this representation but it is a matter that I will keep under review.
